title;abstract
Classifier Feature Fusion Using Deep Learning Model for Non-Invasive Detection of Oral Cancer from Hyperspectral Image;In this paper we present a state-of-the-art infrastructure approach to detect and classify oral cancer from the hyperspectral imaging of investigating maxillofacial region. Oral and neck cancer is one of the rampant forms of cancer and this cancer is mostly experienced by socio-economic backward population. The hyperspectral image analysis is emerging as a non-invasive method for classification of cancer. Due to dearth of modern digital tool for computer-aided classification and pre-detection of cancer cells, we have proposed a Deep Boltzmann Machine (DBM) and SVM classification fusion for learning and classifying the pre- and post-cancerous tissue and normal tissue from the hyperspectral imaging. The mixed pixel from background is projected for cancerous region detection. The result of a patient hypercube is presented for the validation of deep learning technique pixel-wise probability map of cancerous and normal healthy tissues on hyperspectral imaging. Moreover, we have obtained a classifier accuracy of 94.75% by classifier fusion by majority voting as compared to conventional classification using the deep learning method imaging technique in hyperspectral image. Hence, the proposed digital pre-screening framework using deep learning classifier fusion on hyperspectral thermal imaging provides a high potential cancer identification tool for socio-economic backward patients in modern healthcare system.
NWU-RSIT: An integrated graphical user interface for biomedical Raman spectral imaging with both univariate and multivariate modules;"When consecutively acquiring Raman spectra at a given number, Raman imaging could be applied to extract the compositional and structural information from the selected sampling region. By compacting both univariate and multivariate algorithms, an integrated Raman spectral imaging toolbox (NWU-RSIT) was developed for spectral analysis, image reconstruction, and feature recognition. Using an example hyperspectral dataset from a single living mouse osteosarcoma cell, univariate imaging method reveals spatial distributions of some specific molecular vibration modes; multivariate algorithms, including principal component analysis (PCA), hierarchical clustering analysis (HCA), k-means clustering analysis (KCA), vertex component analysis (VCA), and N-FINDR algorithm, were realized to extract more detailed constitution information from the acquired hyperspectral dataset. After comparing and evaluating the system performance of NWU-RSIT, it will make Raman spectral imaging more accessible to all related fields, especially for the biomedical studies."
Color enhancement in multispectral image using the Karhunen-Loeve transform;We propose a new method for the color enhancement of multispectral image in the visible wavelength region. The purpose of the proposed method is to explore the weak features contained in a specific wavelength by discounting the major color distribution. Such examination will be valuable in visual inspection applications, for example, a medical examination using color image to find a small spectral change of an abnormal part. In this method, Karhunen-Loeve (KL) transform is applied to multispectral data, and specific wavelength components of only high-order KL coefficients are amplified while low-order coefficients are not changed to retain the major color distribution. In the experiment, this method was applied to multispectral images: a printed test image and a human skin image of a bruised arm were captured by a 16-band multispectral camera. The resultant images were compared with the images obtained by saturation enhancement and that obtained by applying the proposed method to the 3-band image. The method successfully visualized the features, which are almost invisible in natural color images, with less change in background color than saturation enhancement. (c) 2005 The Optical Society of Japan.
Calibration-Jitter: Augmentation of hyperspectral data for improved surgical scene segmentation;Semantic surgical scene segmentation is crucial for accurately identifying and delineating different tissue types during surgery, enhancing outcomes and reducing complications. Hyperspectral imaging provides detailed information beyond visible color filters, offering an enhanced view of tissue characteristics. Combined with machine learning, it supports critical tumor resection decisions. Traditional augmentations fail to effectively train machine learning models on illumination and sensor sensitivity variations. Learning to handle these variations is crucial to enable models to better generalize, ultimately enhancing their reliability in deployment. In this article, Calibration-Jitter is introduced, a spectral augmentation technique that leverages hyperspectral calibration variations to improve predictive performance. Evaluated on scene segmentation on a neurosurgical dataset, Calibration-Jitter achieved a F1-score of 74.35% with SegFormer, surpassing the previous best of 70.2%. This advancement addresses limitations of traditional augmentations, improving hyperspectral imaging segmentation performance.
Column coded scanning aperture hyperspectral imaging system;The line scanning hyperspectral imaging system (LS-HIS), which relies on a mechanical slit or spatial light modulation device for single channel spatial scanning, is widely used in various fields such as biomedical imaging and remote sensing. However, in scenes that require low light illumination, a decrease in luminous flux will increase exposure time, leading to a significant decrease in scanning efficiency and signal-to-noise ratio (SNR). To address this issue, we present a flexible column coded scanning aperture hyperspectral imaging system (CCSA-HIS) using a spatial light modulator digital micromirror device (DMD). By introducing the concept of multiplex and constructing a multiplexing encoding matrix, we form a one-dimensional multi-column coded scanning aperture, which greatly improves scanning efficiency. Experimental comparisons demonstrate that this approach achieves higher SNR and equivalent spatial and spectral resolution in significantly less sampling time compared to LS-HIS. In short, our scheme provides a new imaging technology for the field of hyperspectral imaging with good theoretical value and engineering significance.
Identification for Different Growth Years of Plastrum Testudinis via Hyperspectral Imaging Technique and Heterogeneous Ensemble Learning;Plastrum Testudinis is a popular traditional Chinese medicine (TCM) with abundant medicinal and edible value, and it is widely applied to clinical medical treatment and medicinal slice preparation, Studies show that the contents of trace elements in Plastrum Testudinis are directly proportional to its growth years. However, due to inexperience and nonstandard breeding. adulterated Plastrum Testudinis medicines are on the market, Because of the limitation of empirical and chemical-based methods. heterogeneous ensemble learning (HEL) method based on a hyperspectral imaging technique is proposed to identify the growth years of Plastrum Testudinis, First, the Plastrum Testudinis samples with different growth years are taken as research objects, The original hyperspectral images of visible near infrared ray (VNIR) and short wave infrared ray (SWIR) lenses are captured on the hyperspectral imaging system. Then, the heterogenous ensemble learning (HEL) model is constructed based on support vector machine (SVM), logistic regression (LR), and K-nearest neighbors (KNN). Results show the fused hyperspectral images of VNIR and SWIR include more abundant spectral information, The HEL model can achieve satisfactory prediction ability by identifying the different growth years of Plastrum Testudinis samples, In addition, considering the detection efficiency, an unsupervised hand selection is employed to reduce the complexity, eliminate the redundant hands in hyperspectral images, and improve the classification performance further, When the number of selected spectral hands is 32, the classification accuracy reaches 96. 35%, Experimental results demonstrate that the HEL model based on hyperspectral imaging can accurately and rapidly identify the different growth years of Plastrum Testudinis samples and provide a novel technique reference for the attributes identification of TCM.
Hybrid multispectral optoacoustic and ultrasound tomography for morphological and physiological brain imaging;Expanding usage of small animal models in biomedical research necessitates development of technologies for structural, functional, or molecular imaging that can be readily integrated in the biological laboratory. Herein, we consider dual multispectral optoacoustic (OA) and ultrasound tomography based on curved ultrasound detector arrays and describe the performance achieved for hybrid morphological and physiological brain imaging of mice in vivo. We showcase coregistered hemodynamic parameters resolved by OA tomography under baseline conditions and during alterations of blood oxygen saturation. As an internal reference, we provide imaging of abdominal organs. We illustrate the performance advantages of hybrid curved detector ultrasound and OA tomography and discuss immediate and long-term implications of our findings in the context of animal and human studies. (C) 2016 Society of Photo-Optical Instrumentation Engineers (SPIE)
High-contrast subcutaneous vein detection and localization using multispectral imaging;Multispectral imaging has shown promise in subcutaneous vein detection and localization in human subjects. While many limitations of single-wavelength methods are addressed in multispectral vein detection methods, their performance is still limited by artifacts arising from background skin reflectance and optimality of postprocessing algorithms. We propose a background removal technique that enhances the contrast and performance of multispectral vein detection. We use images acquired at visible wavelengths as reference for removing skin reflectance background from subcutaneous structures in near-infrared images. Results are validated by experiments on human subjects. (C) The Authors. Published by SPIE under a Creative Commons Attribution 3.0 Unported License. Distribution or reproduction of this work in whole or in part requires full attribution of the original publication, including its DOI. [DOI: 10.1117/1.JBO.18.5.050504]
Miniature Snapshot Narrow Band Multi-Spectral Imaging Technology for Cervical Cancer Screening;Indeed, the contrast of white-light colposcope image is rather low, which would not be ideal for cervical cancer screening. According to the fact that cancerous tissue has a rich composition of hemoglobin, which has multiple characteristic spectral bands. In contrary to traditional hyperspectral imaging or sequential multi-spectral imaging, which needs scanning in the either spatial or spectral domain, here, we propose the utilization of miniature snapshot narrow-band imaging (SNBI) method to expedite the spectral image acquisition process and enhance the contrast between different tissues. The goal is to realize a fast computer-aided diagnosis method for early screening of cervical cancer. Firstly, we usedan SNBI technology to capture the images of cervix tissues at four characteristic bands of hemoglobin, namely two of its absorption peaks at (415 +/- 10) and (525 +/- 10) nm, one reflectance peak at (620 +/- 10) nm, and one background band at (450 +/- 10) nm. Secondly, we fused those spectral images via simple algebric operation to enhance the contrast between normal and abnormal tissues. Thirdly, Euclidean distance algorithm was applied to the fused image to classify the tissues into different lesion grades. This is the first computer aided optical pathological diagnosis method with a diagnosis rate of over 20 fps. Herein, white-light colposcope, and miniature SNBI video camera were used to separately capture images of fresh cervical tissues that were surgically dissected within 10 minutes. The same Euclidean distance classification algorithm was applied to the images obtained by the white light colposcope, and to the spectrally fused image obtained by the SNBI video camera. The classification accuracy of the two imaging methods was calculated and compared, using the histopathologic diagnosis as a standard reference. Euclidean classification accuracy upon the spectral fused image acquired by the SNBI was approximately 100%, which is undoubtedly better than that of the color image acquired by the conventional colposcopy. Multiple experienced gynecologists also subjectively agreed with the computer-generated classification upon the fused image, and highly acknowledged its clinical value especially on challenging areas where multiple degreed lesion layered together. The proposed SNBI method could improve the acquisition frame rate and contrast of the spectrally fused image, and effectively classify the cervical tissue into pathological-diagnosis-consistent types of tissues. Due to its advantages of being objective, intact and instant, SNBI has excellent potential to enlarge the coverage of cervical screening population in a low-income district and to assistprecise treatment of cervical cancer under image guidance.
Numerical Study of the Optical Response of ITO-In2O3 Core-Shell Nanocrystals for Multispectral Electromagnetic Shielding;Nowadays materials to protect equipment from unwanted multispectral electromagnetic waves are needed in a broad range of applications including electronics, medical, military and aerospace. However, the shielding materials currently in use are bulky and work effectively only in a limited frequency range. Therefore, nanostructured materials are under investigation by the relevant scientific community. In this framework, the design of multispectral shielding nanomaterials must be supplemented with proper numerical models that allow dealing with non-linearities and being effective in predicting their absorption spectra. In this study, the electromagnetic response of metal-oxide nanocrystals with multispectral electromagnetic shielding capability has been investigated. A numerical framework was developed to predict energy bands and electron density profiles of a core-shell nanocrystal and to evaluate its optical response at different wavelengths. To this aim, a finite element method software is used to solve a non-linear Poisson's equation. The numerical simulations allowed to model the optical response of ITO-In2O3 core-shell nanocrystals and can be effectively applied to different nanotopologies to support an enhanced design of nanomaterials with multispectral shielding capabilities.
Multispectral image edge detection via Clifford gradient;The edge detection of a multispectral image with a mass of image information is theoretically expected to give a more accurate edge. Clifford algebra is more suitable for processing multidimensional data and expressing the data association than general algebra. First, the basic properties of Clifford algebra are introduced. Second, the Clifford algebra description of a multispectral image is introduced. Then, a novel multispectral image edge detection algorithm is proposed in terms of the Clifford gradient. In the first two experiments, comparison of the detail achieved by the new algorithm with that from the maximal entropy edge detection algorithm reveals that the edge detection based on Clifford gradient is better at retaining and identifying edge information of the multispectral image than the maximal entropy edge detection algorithm. The experiments using tuberculosis CT image show that the new algorithm has clinical value in reducing risk of misdiagnosis.
Quantitative coating thickness determination using a coefficient-independent hyperspectral scattering model;Background: Hyperspectral imaging is a technique that enables the mapping of spectral signatures across a surface. It is most commonly used for surface chemical mapping in fields as diverse as satellite remote sensing, biomedical imaging and heritage science. Existing models, such as the Kubelka-Munk theory and the Lambert-Beer law also relate layer thickness with absorption, and in the case of the Kubelka-Munk theory scattering, however they are not able to fully describe the complex behavior of the light-layer interaction. Methods: This paper describes a new approach for hyperspectral imaging, the mapping of coating surface thickness using a coefficient-independent scattering model. The approach taken in this paper is to model the absorption and scattering behavior using a developed coefficient-independent model, calibrated using reference sample thickness measurements performed with optical coherence tomography. Results: The results show that this new model, by considering the spectral variation that can be recorded by the hyperspectral imaging camera, is able to measure coatings of 250 mu m thickness with an accuracy of 11 mu m in a fast and repeatable way. Conclusions: The new coefficient-independent scattering model presented can successfully measure the thickness of coatings from hyperspectral imaging data.
Hyperspectral Imaging of Wounds Reveals Augmented Tissue Oxygenation Following Cold Physical Plasma Treatment in Vivo;Efficient vascularization of skin tissue supports wound healing in response to injury. This includes elevated blood circulation, tissue oxygenation, and perfusion. Cold physical plasma promotes wound healing in animal models and humans. Physical plasmas are multicomponent systems that generate several physicochemical effectors, such as ions, electrons, reactive oxygen and nitrogen species, and UV radiation. However, the consequences of plasma treatment on wound oxygenation and perfusion, vital processes to promote tissue regeneration, are largely unexplored. We used a novel hyperspectral imaging (HSI) system and a murine dermal full-thickness wound model in combination with kINPen argon plasma jet treatment to address this question. Plasma treatment promoted tissue oxygenation in superficial as well as deep (6 mm) layers of wound tissue. In addition to perfusion changes, we found a wound healing stage-dependent shift of tissue hemoglobin and tissue water index during reactive species-driven wound healing. Contactless, fast monitoring of medical parameters in real-time using HSI revealed a plasma-supporting effect in wound healing together with precise information about biological surface-specific features.
Multidimensional Optical Sensing and Imaging System (MOSIS): From Macroscales to Microscales;Multidimensional optical imaging systems for information processing and visualization technologies have numerous applications in fields such as manufacturing, medical sciences, entertainment, robotics, sur-veillance, and defense. Among different 3-D imaging methods, integral imaging is a promising multiperspective sensing and display technique. Compared with other 3-D imaging techniques, integral imaging can capture a scene using an incoherent light source and generate real 3-D images for observation without any special viewing devices. This review paper describes passive multidimensional imaging systems combined with different integral imaging configurations. One example is the integral-imaging-based multidimensional optical sensing and imaging system (MOSIS), which can be used for 3-D visualization, seeing through obscurations, material inspection, and object recognition from microscales to long-range imaging. This system utilizes many degrees of freedom such as time and space multiplexing, depth information, polarimetric, temporal, photon flux and multispectral information based on integral imaging to record and reconstruct the multidimensionally integrated scene. Image fusion may be used to integrate the multidimensional images obtained by polarimetric sensors, multispectral cameras, and various multiplexing techniques. The multidimensional images contain substantially more information compared with 2-D images or conventional 3-D images. In addition, we present recent progress and applications of 3-D integral imaging including human gesture recognition in the time domain, depth estimation, mid-wave-infrared photon counting, 3-D polarimetric imaging for object shape and material identification, dynamic integral imaging implemented with liquid-crystal devices, and 3-D endoscopy for healthcare applications.
Investigation of human pancreatic cancer tissues by Fourier Transform Infrared Hyperspectral Imaging;Fourier-transform infrared hyperspectral imaging (FTIR-HSI) provides hyperspectral images containing both morphological and chemical information. It is widely applied in the biomedical field to detect tumor lesions, even at the early stage, by identifying specific spectral biomarkers. Pancreatic neoplasms present different prognoses and are not always easily classified by conventional analyses. In this study, tissue samples with diagnosis of pancreatic ductal adenocarcinoma and pancreatic neuroendocrine tumor were analyzed by FTIR-HSI and the spectral data compared with those from healthy and dysplastic samples. Multivariate/univariate approaches were complemented to hyperspectral images, and definite spectral markers of the different lesions identified. The malignant lesions were recognizable both from healthy/dysplastic pancreatic tissues (high values of phospholipids and triglycerides with shorter, more branched and less unsaturated alkyl chains) and between each other (different amounts of total lipids, phosphates and carbohydrates). These findings highlight different metabolic pathways characterizing the different samples, well detectable by FTIR-HSI.
Hyperspectral Imaging in Brain Tumor Surgery-Evidence of Machine Learning-Based Performance;BACKGROUND: Hyperspectral imaging (HSI) has the potential to enhance surgical tissue detection and di-agnostics. Definite utilization of intraoperative HSI guid-ance demands validated machine learning and public datasets that currently do not exist. Moreover, current im-aging conventions are dispersed, and evidence-based paradigms for neurosurgical HSI have not been declared.METHODS: We presented the rationale and a detailed clinical paradigm for establishing microneurosurgical HSI guidance. In addition, a systematic literature review was conducted to summarize the current indications and per-formance of neurosurgical HSI systems, with an emphasis on machine learning-based methods. -RESULTS: The published data comprised a few case series or case reports aiming to classify tissues during glioma operations. For a multitissue classification problem, the highest overall accuracy of 80% was obtained using deep learning. Our HSI system was capable of intra-operative data acquisition and visualization with minimal disturbance to glioma surgery.CONCLUSIONS: In a limited number of publications, neurosurgical HSI has demonstrated unique capabilities in contrast to the established imaging techniques. Multidis-ciplinary work is required to establish communicable HSI standards and clinical impact. Our HSI paradigm endorses systematic intraoperative HSI data collection, which aims to facilitate the related standards, medical device regula-tions, and value-based medical imaging systems.
A portable confocal hyperspectral microscope without any scan or tube lens and its application in fluorescence and Raman spectral imaging;In this study, a portable confocal hyperspectral microscope is developed. In traditional confocal laser scanning microscopes, scan lens and tube lens are utilized to achieve a conjugate relationship between the galvanometer and the back focal plane of the objective, in order to achieve a better resolution. However, these lenses make it difficult to scale down the volume of the system. In our portable confocal hyperspectral microscope (PCHM), the objective is placed directly next to the galvomirror. Thus, scan lens and tube lens are not included in our system and the size of this system is greatly reduced. Furthermore, the resolution is also acceptable in many biomedical and food-safety applications. Through reducing the optical length of the system, the signal detection efficiency is enhanced. This is conducive to realizing both the fluorescence and Raman hyperspectral imaging. With a multimode fiber as a pinhole, an improved image contrast is also achieved. Fluorescent spectral images for HeLa cells/fingers and Raman spectral images of kumquat pericarp are present. The spectral resolution and spatial resolutions are about 0.4 nm and 2.19 mu m, respectively. These results demonstrate that this portable hyperspectral microscope can be used in in-vivo fluorescence imaging and in situ Raman spectral imaging.
Water-Soluble Chemically Precise Fluorinated Molecular Clusters for Interference-Free Multiplex 19F MRI in Living Mice;Fluorine-19 magnetic resonance imaging (19F MRI) is gaining widespread interest from the fields of biomolecule detection, cell tracking, and diagnosis, benefiting from its negligible background, deep tissue penetration, and multispectral capacity. However, a wide range of 19F MRI probes are in great demand for the development of multispectral 19F MRI due to the limited number of high-performance 19F MRI probes. Herein, we report a type of water-soluble molecular 19F MRI nanoprobe by conjugating fluorine-containing moieties with a polyhedral oligomeric silsesquioxane (POSS) cluster for multispectral color-coded 19F MRI. These chemically precise fluorinated molecular clusters are of excellent aqueous solubility with relatively high 19F contents and of single 19F resonance frequency with suitable longitudinal and transverse relaxation times for high-performance 19F MRI. We construct three POSS-based molecular nanop-robes with distinct 19F chemical shifts at-71.91, -123.23, and -60.18 ppm and achieve interference-free multispectral color-coded 19F MRI of labeled cells in vitro and in vivo. Moreover, in vivo 19F MRI reveals that these molecular nanoprobes could selectively accumulate in tumors and undergo rapid renal clearance afterward, illustrating their favorable in vivo behavior for biomedical applications. This study provides an efficient strategy to expand the 19F probe libraries for multispectral 19F MRI in biomedical research.
Segmented adaptive DPCM for lossy compression of multispectral MR images;This paper reports a multispectral segmented differential pulse coded modulation (MSDPCM) method for well registered multispectral magnetic resonance (MR) images. Given a set of multispectral MR images, the MSDPCM method first segments it into statistically distinct regions which by and large correspond to different tissue classes, It then finds a suitable linear prediction model (LPM) for each class, The LPMs used here are the well known causal autoregressive (AR) and autoregressive moving average (ARMA) models. Finally, the MSDPCM method quantizes the prediction error in each class using a vector quantizer. The original image set is described by the segmentation map, the model parameters for each class, and the quantized prediction errors, The MSDPCM method can produce very high compression gains, because the specification of the segmentation map and model parameters requires significantly fewer bits than that for the original intensity values. The MSDPCM method using the backward adaptive ARMA model has been applied to head MR images with three spectral bands (one T1 weighted and two T2 weighted, 256 x 256 x 12 bits/image). In an informal validation, the compressed images have been evaluated against the originals by three neuroradiologists. Images compressed by an average factor of more than 23 have been regarded as acceptable for clinical film reading. (C) 1997 Academic Press.
Evaluating subspace clustering techniques for effective and efficient dimensionality reduction in hyperspectral imaging;Hyperspectral image processing (HSI) is a critical task in remote sensing, medical imaging, and various other fields due to its capacity to capture detailed spectral information across numerous bands. However, the high dimensionality of hyperspectral data often leads to increased computational burden and complexity. This study investigates the use of subspace clustering techniques for dimensionality reduction in hyperspectral images, focusing on methods such as sparse subspace clustering (SSC), low-rank representation (LRR), and spectral clustering. These techniques are evaluated for their ability to preserve both spectral and spatial features while reducing data dimensionality. Through detailed comparison, the study finds that SSC offers superior performance in terms of classification accuracy and computational efficiency, particularly in handling the intricate patterns in high-dimensional hyperspectral image datasets. The insights gained from this analysis contribute to a better understanding of the strengths and limitations of different subspace clustering methods, providing valuable guidance for future advancements in image processing and hyperspectral data analysis.
Adaptive optics multispectral photoacoustic imaging;Photoacoustic imaging is an advanced medical imaging technology based on the effect of ultrasound generation by electromagnetic irradiation. However in photoacoustic imaging, because the optical property of tissue is always very complex, the aberration of light in tissue is ineluctable and the image spot is dispersed, which greatly influences the photoacoustic image resolution. For improving the lateral resolution of photoacoustic imaging, the adaptive optics multispectral photoacoustic imaging system is proposed in this paper. In this system an adaptive optics sub-system is designed to correct the wavefront errors of the illuminating light for obtaining high-resolution images of biological tissues. Moreover, the multispectral imaging is combined to obtain different wavelength photoacoustic images, which is useful for distinguishing organization accurate structure, identifying organizational components, etc. The simulation results demonstrate that when the wavefront errors are corrected by the adaptive optics system, the image resolution and quality are improved significantly. This research will be helpful for improving the ability and application of photoacoustic imaging.
An Improved Pulse-Coupled Neural Network Model for Pansharpening;Pulse-coupled neural network (PCNN) and its modified models are suitable for dealing with multi-focus and medical image fusion tasks. Unfortunately, PCNNs are difficult to directly apply to multispectral image fusion, especially when the spectral fidelity is considered. A key problem is that most fusion methods using PCNNs usually focus on the selection mechanism either in the space domain or in the transform domain, rather than a details injection mechanism, which is of utmost importance in multispectral image fusion. Thus, a novel pansharpening PCNN model for multispectral image fusion is proposed. The new model is designed to acquire the spectral fidelity in terms of human visual perception for the fusion tasks. The experimental results, examined by different kinds of datasets, show the suitability of the proposed model for pansharpening.
Multimodality registration for ocular multispectral images via co-embedding;Image registration of sequential multispectral images plays a vital role in retinal image analysis, since the appearance of ocular tissues significantly relates to the diagnosis, treatment, and evaluation of various diseases in ophthalmology. State-of-the-art multimodality image registration techniques greatly rely on mutual information between paired images to obtain their correspondence. However, it has been observed that mutual information-based image registration approaches suffer from inaccuracy especially when they are applied to small-sized images. Bearing this in mind, a novel groupwise registration approach is proposed by mapping the extracted features from multimodality images into the same latent space. To evaluate the proposed approach, the comparison experiments are conducted between state-of-the-art methods and the proposed approach. Experimental results demonstrate the superior accuracy of the proposed approach over the state-of-the-art techniques. Therefore, the proposed algorithm could be an invaluable tool for multimodality image registration applications.
RETRACTED: Digital phantoms generated by spectral and spatial light modulators (Retracted Article);A hyperspectral image projector (HIP) based on liquid crystal on silicon spatial light modulators is explained and demonstrated to generate data cubes. The HIP-constructed data cubes are three-dimensional images of the spatial distribution of spectrally resolved abundances of intracellular light-absorbing oxyhemoglobin molecules in single erythrocytes. Spectrally and spatially resolved image data indistinguishable from the real scene may be used as standard data cubes, so-called digital phantoms, to calibrate image sensors and validate image analysis algorithms for their measurement quality, performance consistency, and interlaboratory comparisons for quantitative biomedical imaging applications. (C) 2015 Society of Photo-Optical Instrumentation Engineers (SPIE)
A versatile deep learning architecture for classification and label-free prediction of hyperspectral images;Imaging over a wide spectral profile allows for detailed chemical characterization, but processing this data is not trivial. A new neural network architecture can process hyperspectral information from a variety of imaging techniques effectively by using the popular U-net motive around another U-net processing spatial patterns. Hyperspectral imaging is a technique that provides rich chemical or compositional information not regularly available to traditional imaging modalities such as intensity imaging or colour imaging based on the reflection, transmission or emission of light. Analysis of hyperspectral imaging often relies on machine learning methods to extract information. Here we present a new flexible architecture-the U-within-U-Net-that can perform classification, segmentation and prediction of orthogonal imaging modalities on a variety of hyperspectral imaging techniques. Specifically, we demonstrate feature segmentation and classification on the Indian Pines hyperspectral dataset and simultaneous location prediction of multiple drugs in mass spectrometry imaging of rat liver tissue. We further demonstrate label-free fluorescence image prediction from hyperspectral stimulated Raman scattering microscopy images. The applicability of the U-within-U-Net architecture on diverse datasets with widely varying input and output dimensions and data sources suggest that it has great potential in advancing the use of hyperspectral imaging across many different application areas ranging from remote sensing, to medical imaging, to microscopy.
Physics-informed neural network enhanced multispectral single-pixel imaging with a chip spectral detector;Multispectral imaging (MSI) captures data across multiple spectral bands, offering enhanced informational depth compared to standard RGB imaging and benefiting diverse fields such as agriculture, medical diagnostics, and industrial inspection. Conventional MSI systems, however, suffer from high cost, complexity, and limited performance in low-light conditions. Moreover, data-driven MSI methods depend heavily on large, labeled training datasets and struggle with generalization. In this work, we present a portable multispectral single-pixel imaging (MS-SPI) method that integrates a chip-sized multispectral detector for system miniaturization and leverages an untrained physics-informed neural network (PINN) to reconstruct high-quality spectral images without the need for labeled training data. The physics-informed structure of the network enables the self-corrected reconstruction of multispectral images directly with the input of raw measurements from the multispectral detector. Our proof-of-concept prototype achieves the reconstruction of 12-channel high-quality spectral images at the sampling rate of 10 %. We also experimentally validate its performance under varying sampling rate conditions, by comparing it with conventional compressive sensing algorithms. Furthermore, we demonstrate the application of this technique to an MSI-based image segmentation task, in which spatial regions are discriminated according to their characteristic spectral signatures. This compact, high-fidelity, and portable approach offers promising pathways to lightweight and cost-effective spectral imaging on mobile platforms.
Visible and infrared dual-band imaging via Ge/MoS2 van der Waals heterostructure;Multispectral photodetectors are emerging devices capable of detecting photons in multiple wavelength ranges, such as visible (VIS), near infrared (NIR), etc. Image data acquired with these photodetectors can be used for effective object identification and navigations owing to additional information beyond human vision, including thermal image and night vision. However, these capabilities are hindered by the structural complexity arising from the integration of multiple heterojunctions and selective absorbers. In this paper, we demonstrate a Ge/MoS2 van der Waals heterojunction photodetector for VIS- and IR-selective detection capability under near-photovoltaic and photoconductive modes. The simplified single-polarity bias operation using single pixel could considerably reduce structural complexity and minimize peripheral circuitry for multispectral selective detection. The proposed multispectral photodetector provides a potential pathway for the integration of VIS/NIR vision for application in self-driving, surveillance, computer vision, and biomedical imaging.
Multispectral autofluorescence characteristics of reproductive aging in old and young mouse oocytes;Increasing age has a major detrimental impact on female fertility, which, with an ageing population, has major sociological implications. This impact is primarily mediated through deteriorating quality of the oocyte. Deteriorating oocyte quality with biological age is the greatest rate-limiting factor to female fertility. Here we have used label-free, non-invasive multi-spectral imaging to identify unique autofluorescence profiles of oocytes from young and aged animals. Discriminant analysis demonstrated that young oocytes have a distinct autofluorescent profile which accurately distinguishes them from aged oocytes. We recently showed that treatment with the nicotinamide adenine dinucleotide (NAD+) precursor nicotinamide mononucleotide (NMN) restored oocyte quality and fertility in aged animals, and when our analysis was applied to oocytes from aged animals treated with NMN, 85% of these oocytes were classified as having the autofluorescent signature of young animals. Spectral unmixing using the Robust Dependent Component Analysis (RoDECA) algorithm demonstrated that NMN treatment altered the metabolic profile of oocytes, increasing free NAD(P)H, protein bound NAD(P)H, redox ratio and the ratio of bound to free NAD(P)H. The frequency of oocytes with simultaneously high NAD(P)H and flavin content was also significantly increased in mice treated with NMN. Young and Aged + NMN oocytes had a smoother spectral distribution, with the distribution of NAD(P)H in young oocytes specifically differing from that of aged oocytes. Identifying the multispectral profile of oocyte autofluorescence during aging could have utility as a non-invasive and sensitive measure of oocyte quality.
Advances in Multimodal Imaging Using Double-Clad Fiber Couplers;Double-clad fibers (DCFs) are versatile waveguides comprising a single-mode core surrounded by a multimode inner cladding. DCFs are increasingly used for multimodal biomedical applications, such as imaging or therapy, for which the core is typically used for coherent illumination and the inner cladding to support a concurrent modality. Double-clad fiber couplers (DCFCs) were developed to allow the separation or combination of these signals in a robust and efficient fashion. In this paper, we review the operation and types of DCFCs in addition to current biomedical applications.
ASP-Model: An Advanced Deep Learning Framework to Reconstruct Hyperspectral Cubes for Computed Tomography Imaging System;Computed tomography imaging spectrometry (CTIS) is a snapshot hyperspectral imaging (HSI) technique capable of capturing projections of the target scene from multiple wavelengths in one single exposure. The CTIS inversion problem is usually very challenging, and solving it from a single snapshot measurement often requires time-consuming iterative algorithms. And most deep learning-based algorithms in computational imaging need the priori of many samples, which brings a heavy data collection burden. In this article, to reconstruct hyperspectral cubes from CTIS measurements in an efficient way, we introduce a new CITS framework named ASP-Model based on the angular spectrum propagation theory to model the forward CITS process and efficiently reconstruct hyperspectral. Specifically, our method acquires simulation data using angular spectrum propagation for training and reconstructs real data captured by our custom-built CTIS system during inference. This framework allows us to eliminate the need to acquire extensive real data for network training. Moreover, the proposed network can reconstruct 26 spectral channels from one single measurement and demonstrates state-of-the-art results over existing reconstruction algorithms both in simulation and experimental results. We also release a new dataset containing simulated and real CTIS data for public comparison.
A background correction method to compensate illumination variation in hyperspectral imaging;Hyperspectral imaging (HSI) can measure both spatial (morphological) and spectral (biochemical) information from biological tissues. While HSI appears promising for biomedical applications, interpretation of hyperspectral images can be challenging when data is acquired in complex biological environments. Variations in surface topology or optical power distribution at the sample, encountered for example during endoscopy, can lead to errors in post-processing of the HSI data, compromising disease diagnostic capabilities. Here, we propose a background correction method to compensate for such variations, which estimates the optical properties of illumination at the target based on the normalised spectral profile of the light source and the measured HSI intensity values at a fixed wavelength where the absorption characteristics of the sample are relatively low (in this case, 800 nm). We demonstrate the feasibility of the proposed method by imaging blood samples, tissue-mimicking phantoms, and ex vivo chicken tissue. Moreover, using synthetic HSI data composed from experimentally measured spectra, we show the proposed method would improve statistical analysis of HSI data. The proposed method could help the implementation of HSI techniques in practical clinical applications, where controlling the illumination pattern and power is difficult.
